22.6123 -95.5331 85.1117
36.4011 -107.103 85.1117
36.4011 -107.103 65.1117
22.6123 -95.5331 65.1117
#

22.6123 -95.5331 85.1117
39.5268 -89.3767 85.1117
39.5268 -89.3767 65.1117
22.6123 -95.5331 65.1117
#

22.6123 -95.5331 85.1117
25.738 -77.8065 85.1117
25.738 -77.8065 65.1117
22.6123 -95.5331 65.1117
#

22.6123 -95.5331 85.1117
8.82348 -83.9629 85.1117
8.82348 -83.9629 65.1117
22.6123 -95.5331 65.1117
#

22.6123 -95.5331 85.1117
5.69776 -101.69 85.1117
5.69776 -101.69 65.1117
22.6123 -95.5331 65.1117
#

22.6123 -95.5331 85.1117
19.4866 -113.26 85.1117
19.4866 -113.26 65.1117
22.6123 -95.5331 65.1117
#

22.6123 -95.5331 85.1117
36.4011 -107.103 85.1117
36.4011 -107.103 65.1117
22.6123 -95.5331 65.1117
#

