0 0 1
1.00000 0.00000 1
1.00000 0.00000 -1
0 0 -1
#

0 0 1
0.50000 0.86603 1
0.50000 0.86603 -1
0 0 -1
#

0 0 1
-0.50000 0.86603 1
-0.50000 0.86603 -1
0 0 -1
#

0 0 1
-1.00000 0.00000 1
-1.00000 0.00000 -1
0 0 -1
#

0 0 1
-0.50000 -0.86603 1
-0.50000 -0.86603 -1
0 0 -1
#

0 0 1
0.50000 -0.86603 1
0.50000 -0.86603 -1
0 0 -1
#

0 0 1
1.00000 0.00000 1
1.00000 0.00000 -1
0 0 -1
#

