62.6123 -55.5331 85.1117
65.7379 -73.2596 85.1117
65.7379 -73.2596 65.1117
62.6123 -55.5331 65.1117
#

62.6123 -55.5331 85.1117
79.5268 -61.6894 85.1117
79.5268 -61.6894 65.1117
62.6123 -55.5331 65.1117
#

62.6123 -55.5331 85.1117
76.4012 -43.9629 85.1117
76.4012 -43.9629 65.1117
62.6123 -55.5331 65.1117
#

62.6123 -55.5331 85.1117
59.4866 -37.8065 85.1117
59.4866 -37.8065 65.1117
62.6123 -55.5331 65.1117
#

62.6123 -55.5331 85.1117
45.6977 -49.3767 85.1117
45.6977 -49.3767 65.1117
62.6123 -55.5331 65.1117
#

62.6123 -55.5331 85.1117
48.8234 -67.1033 85.1117
48.8234 -67.1033 65.1117
62.6123 -55.5331 65.1117
#

62.6123 -55.5331 85.1117
65.7379 -73.2596 85.1117
65.7379 -73.2596 65.1117
62.6123 -55.5331 65.1117
#

