0 0 0
2.15102 0 1.79252
4.30204 0 3.58503
6.45306 0 5.37755
8.60408 0 7.17007
10.7551 0 8.96258
12.9061 0 10.7551
15.0571 0 12.5476
17.2082 0 14.3401
19.3592 0 16.1326
21.5102 0 17.9252
23.6612 0 19.7177
25.8122 0 21.5102
27.9633 0 23.3027
30.1143 0 25.0952
32.2653 0 26.8877
34.4163 0 28.6803
36.5673 0 30.4728
38.7184 0 32.2653
40.8694 0 34.0578
43.0204 0 35.8503
45.1714 0 37.6428
47.3224 0 39.4354
49.4735 0 41.2279
51.6245 0 43.0204
53.7755 0 44.8129
53.7755 0 44.8129
54.9721 -2.07264 44.9924
56.1688 -4.14528 45.1719
57.3654 -6.21792 45.3514
58.562 -8.29056 45.5309
59.7587 -10.3632 45.7104
60.9553 -12.4358 45.8899
62.152 -14.5085 46.0694
63.3486 -16.5811 46.2489
64.5452 -18.6538 46.4284
65.7419 -20.7264 46.6079
66.9385 -22.799 46.7874
68.1352 -24.8717 46.9669
69.3318 -26.9443 47.1464
70.5284 -29.017 47.3259
71.7251 -31.0896 47.5053
72.9217 -33.1622 47.6848
74.1184 -35.2349 47.8643
75.315 -37.3075 48.0438
76.5116 -39.3802 48.2233
77.7083 -41.4528 48.4028
78.9049 -43.5254 48.5823
80.1016 -45.5981 48.7618
81.2982 -47.6707 48.9413
82.4948 -49.7434 49.1208
83.6915 -51.816 49.3003
83.6915 -51.816 49.3003
82.0483 -52.7647 49.9328
80.4051 -53.7134 50.5652
78.762 -54.662 51.1977
77.1188 -55.6107 51.8301
75.4756 -56.5594 52.4626
73.8325 -57.5081 53.095
72.1893 -58.4568 53.7275
70.5461 -59.4055 54.3599
68.903 -60.3541 54.9924
67.2598 -61.3028 55.6249
65.6166 -62.2515 56.2573
63.9735 -63.2002 56.8898
62.3303 -64.1489 57.5222
60.6871 -65.0976 58.1547
59.044 -66.0462 58.7871
57.4008 -66.9949 59.4196
55.7576 -67.9436 60.052
54.1145 -68.8923 60.6845
52.4713 -69.841 61.317
50.8281 -70.7897 61.9494
49.1849 -71.7383 62.5819
47.5418 -72.687 63.2143
45.8986 -73.6357 63.8468
44.2554 -74.5844 64.4792
42.6123 -75.5331 65.1117
42.6123 -75.5331 65.1117
42.6123 -75.5331 65.1117
