22.6123 -55.5331 85.1117
36.4011 -43.9629 85.1117
36.4011 -43.9629 65.1117
22.6123 -55.5331 65.1117
#

22.6123 -55.5331 85.1117
19.4866 -37.8065 85.1117
19.4866 -37.8065 65.1117
22.6123 -55.5331 65.1117
#

22.6123 -55.5331 85.1117
5.69776 -49.3767 85.1117
5.69776 -49.3767 65.1117
22.6123 -55.5331 65.1117
#

22.6123 -55.5331 85.1117
8.82348 -67.1033 85.1117
8.82348 -67.1033 65.1117
22.6123 -55.5331 65.1117
#

22.6123 -55.5331 85.1117
25.738 -73.2597 85.1117
25.738 -73.2597 65.1117
22.6123 -55.5331 65.1117
#

22.6123 -55.5331 85.1117
39.5268 -61.6895 85.1117
39.5268 -61.6895 65.1117
22.6123 -55.5331 65.1117
#

22.6123 -55.5331 85.1117
36.4011 -43.9629 85.1117
36.4011 -43.9629 65.1117
22.6123 -55.5331 65.1117
#

